"","Num","Year","Cruise_ID","Leg","Cast","lon","lat","Mon","Day","Date","Time","sample","depth","fluor_vol_filt","chl_a_tot","chl_b_tot","chl_c3","chl_c1_c2","chl_c1","chl_c2","chlc_tot","chlide_a","chl_a1","chl_a2","carotene_a","carotene_b","fucox_but","fucox_hex","allox","diadinox","fucox","diatox","peridinin","zeax","lutein","neox","antherax","violax","p_phytin_a","prasinox","gyrox","chl_a_allo","chl_a_prime","chl_a_fluor","chl_a_pheo_fluor"
"178",178,"2000","93HG_061","1","4","-64.67","10.5","12","5","20001205","0637","9","35","2000","","0.1888","0.0824","0.1077","","","","0.0212","0.2521","0.1027","-9999","0.0138","0.0133","0.0762","0.0076","0.0164","0.0567","0.0029","0.0109","0.0192","-9999","0.008","0.0021","0.0006","-9999",9.96920996838687e+36,-9999,0.0787,0.0295,9.96920996838687e+36,9.96920996838687e+36
"179",179,"2000","93HG_061","1","4","-64.67","10.5","12","5","20001205","0637","10","55","2000","","0.1292","0.0244","0.035","","","","0.0074","0.0736","0.0555","-9999","0.0102","0.0068","0.0226","-9999","0.0052","0.0154","-9999","-9999","0.0056","-9999","0.0011","-9999","-9999","-9999",9.96920996838687e+36,-9999,0.0256,0.0117,9.96920996838687e+36,9.96920996838687e+36
"180",180,"2000","93HG_061","1","4","-64.67","10.5","12","5","20001205","0637","11","75","2000","","0.0204","0.0051","0.009","","","","-9999","0.0256","0.0091","-9999","0.001","0.0021","0.0042","-9999","0.0014","0.0088","-9999","-9999","0.0013","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"181",181,"2000","93HG_061","1","4","-64.67","10.5","12","5","20001205","0637","12","100","2000","","0.0074","-9999","0.0033","","","","-9999","0.0082","0.0044","-9999","0.0004","0.0009","0.0021","-9999","0.0006","0.0036","-9999","-9999","0.0005","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"182",182,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","1","2","2000","","0.083","0.3127","1.0418","","","","0.1228","1.7538","0.0398","-9999","0.0171","0.02","0.0628","0.0185","0.1161","1.3731","0.0078","0.0202","0.0151","-9999","0.0154","0.0174","0.0061","0.012",9.96920996838687e+36,-9999,0.2357,0.1347,9.96920996838687e+36,9.96920996838687e+36
"183",183,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","3","7","2000","","0.0903","0.3045","1.0162","","","","0.1234","1.7411","0.0401","-9999","0.0188","0.0185","0.0615","0.0181","0.117","1.4068","0.0076","0.0201","0.0138","-9999","0.0154","0.0137","0.0061","0.011",9.96920996838687e+36,-9999,0.2884,0.1234,9.96920996838687e+36,9.96920996838687e+36
"184",184,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","5","16","2000","","0.0885","0.3055","1.0713","","","","0.0781","2.0087","0.0481","-9999","0.0248","0.0186","0.0653","0.0196","0.133","1.5385","0.0092","0.026","0.0167","-9999","0.0174","0.0149","0.007","0.0124",9.96920996838687e+36,-9999,0.2904,0.1303,9.96920996838687e+36,9.96920996838687e+36
"185",185,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","7","25","2000","","0.0795","0.2368","0.8023","","","","0.1455","1.3465","0.0318","-9999","0.0109","0.0126","0.046","0.0126","0.0878","1.0907","0.0054","0.0182","0.0106","-9999","0.0115","0.0115","0.0049","0.0087",9.96920996838687e+36,-9999,0.3637,0.0942,9.96920996838687e+36,9.96920996838687e+36
"186",186,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","9","35","2000","","0.1235","0.0378","0.0642","","","","0.0285","0.1343","0.0562","0.0081","0.0009","0.0075","0.0304","0.0058","0.0081","0.0393","0.0019","0.0094","0.0091","-9999","0.0055","0.0016","-9999","-9999",9.96920996838687e+36,-9999,0.0514,0.0172,9.96920996838687e+36,9.96920996838687e+36
"187",187,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","10","55","2000","","0.0444","0.0198","0.0284","","","","0.0233","0.0465","0.0189","-9999","0.0039","0.0047","0.0191","-9999","0.0037","0.0246","-9999","-9999","0.0018","-9999","0.0016","-9999","-9999","-9999",9.96920996838687e+36,-9999,0.0303,0.0073,9.96920996838687e+36,9.96920996838687e+36
"188",188,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","11","75","2000","","0.0368","0.0155","0.0222","","","","0.0082","0.0383","0.0144","-9999","0.0025","0.0035","0.0124","-9999","0.0029","0.0191","-9999","-9999","0.0012","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,0.0039,9.96920996838687e+36,9.96920996838687e+36
"189",189,"2000","93HG_062","1","4","-64.67","10.5","10","11","20001011","0621","12","100","2000","","0.0026","0.0014","0.0066","","","","0.0037","0.0121","-0.0023","-9999","-9999","-9999","0.0016","-9999","-9999","0.0142","-9999","-9999","0.0007","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,0.0059,-9999,9.96920996838687e+36,9.96920996838687e+36
"190",190,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","1","2","2000","","0.0572","0.1274","0.9012","","","","0.1908","1.5874","0.0387","-9999","0.0157","0.0233","0.0288","0.0438","0.0987","1.1706","0.0182","0.0557","0.0323","-9999","-9999","0.0215","0.0117","0.0095",9.96920996838687e+36,-9999,0.3971,0.0809,9.96920996838687e+36,9.96920996838687e+36
"191",191,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","3","7","2000","","0.0569","0.1381","0.9289","","","","0.19","1.568","0.0366","-9999","0.0169","0.0175","0.0282","0.0379","0.1025","1.1877","0.0156","0.0845","0.0279","-9999","-9999","0.0153","0.0117","0.0112",9.96920996838687e+36,-9999,0.4757,0.0781,9.96920996838687e+36,9.96920996838687e+36
"192",192,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","5","16","2000","","0.0555","0.1519","0.9611","","","","0.1677","1.631","0.0397","-9999","0.019","0.0146","0.0294","0.0391","0.1067","1.2429","0.0142","0.0745","0.028","-9999","-9999","0.0121","0.0109","0.0104",9.96920996838687e+36,-9999,0.4644,0.0795,9.96920996838687e+36,9.96920996838687e+36
"193",193,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","7","25","2000","","0.0535","0.1418","0.8756","","","","0.1702","1.464","0.0341","-9999","0.0127","0.0137","0.0267","0.0347","0.0941","1.1278","0.0127","0.0625","0.0261","-9999","-9999","0.0113","0.0091","0.0093",9.96920996838687e+36,-9999,0.4336,0.0639,9.96920996838687e+36,9.96920996838687e+36
"194",194,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","9","35","2000","","0.0485","0.1107","0.6772","","","","0.1049","1.2697","0.033","-9999","0.0144","0.012","0.0231","0.032","0.0745","0.8998","0.0142","0.0299","0.0244","-9999","-9999","0.012","0.007","0.0114",9.96920996838687e+36,-9999,0.3784,0.0568,9.96920996838687e+36,9.96920996838687e+36
"195",195,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","10","55","2000","","0.0038","0.0065","0.0283","","","","0.0085","0.0648","0.0058","-9999","0.0013","0.0011","0.0035","0.0103","0.0062","0.0589","0.0021","-9999","0.0047","-9999","-9999","-9999","0.0021","-9999",9.96920996838687e+36,-9999,0.0155,-9999,9.96920996838687e+36,9.96920996838687e+36
"196",196,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","11","75","2000","","-9999","-9999","0.006","","","","-9999","0.0189","-0.0035","-9999","-9999","-9999","0.0011","0.0025","0.0012","0.0145","-9999","-9999","0.0025","-9999","-9999","-9999","0.0007","-9999",9.96920996838687e+36,-9999,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"197",197,"2001","93HG_063","1","4","-64.67","10.5","2","16","20010216","0642","12","100","2000","","0.0124","-9999","0.0032","","","","-9999","0.0219","0.0084","-9999","-9999","-9999","0.0006","0.0011","-9999","0.0075","-9999","-9999","0.0009","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,0.0072,9.96920996838687e+36,9.96920996838687e+36
"198",198,"2001","93HG_064","1","4","-64.67","10.5","3","14","20010314","0634","1","2","1000","","0.0217","0.0814","0.4188","","","","0.0273","0.9686","0.0185","-9999","0.0141","0.0018","0.0146","0.0139","0.0527","0.6501","0.0074","0.0136","0.0048","-9999","0.0032","0.0068","0.005","-9999",9.96920996838687e+36,-9999,0.1445,0.0752,9.96920996838687e+36,9.96920996838687e+36
"199",199,"2001","93HG_064","1","4","-64.67","10.5","3","14","20010314","0634","3","7","1000","","0.1662","0.6182","2.9663","","","","0.7769","6.0994","0.1359","-9999","0.0801","0.0229","0.0887","0.077","0.3196","3.8814","0.0384","0.0839","0.0271","-9999","-9999","0.0484","0.0374","0.0202",9.96920996838687e+36,-9999,1.2323,0.4748,9.96920996838687e+36,9.96920996838687e+36
"200",200,"2001","93HG_064","1","4","-64.67","10.5","3","14","20010314","0634","5","16","1000","","0.1571","0.7456","3.2935","","","","0.7062","5.7696","0.1271","-9999","0.0232","0.036","0.1069","0.0908","0.3626","4.3309","0.0387","0.1201","0.033","-9999","-9999","0.0504","0.0512","0.0108",9.96920996838687e+36,-9999,1.016,0.3509,9.96920996838687e+36,9.96920996838687e+36
"201",201,"2001","93HG_064","1","4","-64.67","10.5","3","14","20010314","0634","7","25","1000","","0.0736","0.2049","0.7082","","","","0.0563","1.7752","0.0405","-9999","0.0243","0.0086","0.0354","0.0299","0.0984","1.0885","0.0102","0.0662","0.0109","-9999","0.0068","0.015","0.0054","0.0067",9.96920996838687e+36,-9999,0.2305,0.092,9.96920996838687e+36,9.96920996838687e+36
"202",202,"2001","93HG_064","1","4","-64.67","10.5","3","14","20010314","0634","9","35","2000","","0.0147","0.0199","0.0448","","","","0.0103","0.1228","0.0107","-9999","0.0013","0.0019","0.0078","0.0058","0.0083","0.0842","0.0022","0.0035","0.0016","-9999","-9999","0.0021","-9999","-9999",9.96920996838687e+36,-9999,-9999,0.0056,9.96920996838687e+36,9.96920996838687e+36
"203",203,"2001","93HG_064","1","4","-64.67","10.5","3","14","20010314","0634","10","55","2000","","0.0138","0.0135","0.0189","","","","-9999","0.0526","0.0093","-9999","0.001","0.0033","0.0102","0.0021","0.0032","0.0257","-9999","-9999","0.002","-9999","0.0011","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,0.0035,9.96920996838687e+36,9.96920996838687e+36
"204",204,"2001","93HG_064","1","4","-64.67","10.5","3","14","20010314","0634","11","75","2000","","0.004","-9999","0.007","","","","-9999","0.0189","0.0024","-9999","-9999","0.001","0.0031","0.0009","0.0013","0.0127","-9999","0.0014","0.0007","-9999","0.0008","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"205",205,"2001","93HG_064","1","4","-64.67","10.5","3","14","20010314","0634","12","100","2000","","0.0021","-9999","0.0053","","","","-9999","0.0144","0.0031","-9999","-9999","0.0006","0.0008","0.0011","0.001","0.0118","-9999","-9999","0.0006","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"206",206,"2001","93HG_065","1","4","-64.67","10.5","4","4","20010404","0554","1","2","2000","","0.0541","0.06","0.1988","","","","0.0586","0.3998","0.0101","-9999","0.0075","0.0068","0.0418","0.0097","0.0318","0.1501","0.0042","0.0295","0.0201","-9999","0.0102","0.0049","0.0033","-9999",9.96920996838687e+36,-9999,0.0563,0.0452,9.96920996838687e+36,9.96920996838687e+36
"207",207,"2001","93HG_065","1","4","-64.67","10.5","4","4","20010404","0554","3","7","2000","","0.0568","0.0656","0.2069","","","","0.0661","0.4231","0.0083","-9999","0.0067","0.0076","0.0421","0.0087","0.03","0.1806","0.0028","0.0203","0.0184","-9999","0.0108","0.0047","0.0028","-9999",9.96920996838687e+36,-9999,0.0742,0.0413,9.96920996838687e+36,9.96920996838687e+36
"208",208,"2001","93HG_065","1","4","-64.67","10.5","4","4","20010404","0554","5","16","2000","","0.0493","0.0885","0.2437","","","","0.0323","0.532","0.0144","-9999","0.0084","0.0072","0.0437","0.0113","0.0405","0.285","0.0019","0.0253","0.0168","-9999","0.0089","0.0051","0.0033","-9999",9.96920996838687e+36,-9999,0.0555,0.0486,9.96920996838687e+36,9.96920996838687e+36
"209",209,"2001","93HG_065","1","4","-64.67","10.5","4","4","20010404","0554","7","25","2000","","0.059","0.1061","0.2587","","","","0.0227","0.6135","0.0151","0.0005","0.0081","0.0094","0.0457","0.0185","0.0396","0.3569","0.0042","0.0324","0.0195","-9999","0.0087","0.0078","0.0021","-9999",9.96920996838687e+36,-9999,0.074,0.0549,9.96920996838687e+36,9.96920996838687e+36
"210",210,"2001","93HG_065","1","4","-64.67","10.5","4","4","20010404","0554","9","35","2000","","0.1943","0.1503","0.2548","","","","0.0447","0.6065","0.0296","0.0027","0.008","0.0332","0.1142","0.0307","0.0436","0.2858","0.0079","0.0252","0.0219","-9999","0.0361","0.0171","0.0076","-9999",9.96920996838687e+36,-9999,0.0722,0.0635,9.96920996838687e+36,9.96920996838687e+36
"211",211,"2001","93HG_065","1","4","-64.67","10.5","4","4","20010404","0554","10","55","2000","","0.0822","0.0893","0.1247","","","","0.071","0.2156","0.0505","0.009","0.0014","0.0181","0.0412","0.0134","0.016","0.1201","0.0043","-9999","0.012","-9999","0.004","0.0049","0.0008","-9999",9.96920996838687e+36,-9999,0.0476,0.0233,9.96920996838687e+36,9.96920996838687e+36
"212",212,"2001","93HG_065","1","4","-64.67","10.5","4","4","20010404","0554","11","75","2000","","0.0205","0.0384","0.0455","","","","0.0122","0.1027","0.0124","0.0018","0.0008","0.0073","0.0188","0.0061","0.0068","0.0533","-9999","-9999","0.0034","-9999","-9999","-9999","0.0009","-9999",9.96920996838687e+36,-9999,0.025,0.007,9.96920996838687e+36,9.96920996838687e+36
"213",213,"2001","93HG_065","1","4","-64.67","10.5","4","4","20010404","0554","12","100","2000","","0.0024","0.0042","0.0078","","","","-9999","0.021","0.001","-9999","-9999","0.001","0.0032","0.0015","0.0015","0.016","-9999","-9999","0.001","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"214",214,"2001","93HG_066","3","4","-64.67","10.5","5","5","20010505","0558","1","2","2000","","0.0241","0.008","0.0372","","","","0.0056","0.21","-0.0025","-9999","0.005","0.0027","0.0194","0.0017","0.0088","0.0121","0.0018","0.0205","0.072","-9999","0.0043","0.0036","0.0007","-9999",9.96920996838687e+36,-9999,0.148,0.021,9.96920996838687e+36,9.96920996838687e+36
"215",215,"2001","93HG_066","3","4","-64.67","10.5","5","5","20010505","0558","3","7","2000","","0.0306","0.0122","0.0431","","","","0.0078","0.2607","-0.0337","-9999","0.0072","0.0032","0.0228","0.005","0.0099","0.0143","0.0011","0.022","0.0806","-9999","0.0047","0.0029","0.0027","-9999",9.96920996838687e+36,-9999,0.0528,0.0308,9.96920996838687e+36,9.96920996838687e+36
"216",216,"2001","93HG_066","3","4","-64.67","10.5","5","5","20010505","0558","5","16","2000","","0.026","0.0131","0.0452","","","","0.0037","0.2771","-0.0387","-9999","0.0082","0.0034","0.0222","0.0034","0.0112","0.0142","0.0024","0.0252","0.0778","-9999","0.0049","0.0051","0.0008","-9999",9.96920996838687e+36,-9999,0.0363,0.0248,9.96920996838687e+36,9.96920996838687e+36
"217",217,"2001","93HG_066","3","4","-64.67","10.5","5","5","20010505","0558","7","25","2000","","0.302","0.1093","0.1639","","","","0.0361","0.6409","-0.0932","0.0041","0.0044","0.0279","0.1475","0.0281","0.0388","0.0776","0.0068","0.032","0.0339","-9999","0.0626","0.0129","0.0032","-9999",9.96920996838687e+36,-9999,0.1289,0.0721,9.96920996838687e+36,9.96920996838687e+36
"218",218,"2001","93HG_066","3","4","-64.67","10.5","5","5","20010505","0558","9","35","2000","","0.3131","0.1114","0.1886","","","","0.0347","-0.2848","0.2601","-9999","0.0143","0.0333","0.1207","0.0293","0.0288","0.073","0.0097","0.0239","0.0343","-9999","0.0284","0.0085","0.0032","-9999",9.96920996838687e+36,-9999,0.0743,0.0637,9.96920996838687e+36,9.96920996838687e+36
"219",219,"2001","93HG_066","3","4","-64.67","10.5","5","5","20010505","0558","10","55","2000","","0.1413","0.0585","0.0704","","","","0.0212","0.1458","0.0653","-9999","0.0096","0.0128","0.0509","0.0063","0.0096","0.0303","0.0025","0.0106","0.0091","-9999","0.0033","0.0009","-9999","-9999",9.96920996838687e+36,-9999,0.1808,0.018,9.96920996838687e+36,9.96920996838687e+36
"220",220,"2001","93HG_066","3","4","-64.67","10.5","5","5","20010505","0558","11","75","2000","","0.0887","0.0534","0.0547","","","","0.0155","0.1284","0.0363","-9999","0.0051","0.0123","0.0518","0.004","0.0083","0.0261","0.0016","0.0054","0.0055","-9999","0.0027","-9999","0.0008","-9999",9.96920996838687e+36,-9999,0.1433,0.0122,9.96920996838687e+36,9.96920996838687e+36
"221",221,"2001","93HG_066","3","4","-64.67","10.5","5","5","20010505","0558","12","100","2000","","0.0203","-9999","0.0042","","","","-9999","0.0142","0.0017","-9999","-9999","0.0006","0.0022","-9999","0.001","0.0076","-9999","-9999","0.0009","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,0.007,0.0306,9.96920996838687e+36,9.96920996838687e+36
"222",222,"2001","93HG_067","1","4","-64.67","10.5","6","10","20010610","0650","1","2","2000","","0.0362","0.0036","0.0183","","","","-9999","0.1687","0.0043","-9999","0.003","0.0012","0.0106","0.0028","0.0047","0.0121","-9999","0.0066","0.0285","-9999","0.0037","0.0028","-9999","-9999",9.96920996838687e+36,-9999,-9999,0.0123,9.96920996838687e+36,9.96920996838687e+36
"223",223,"2001","93HG_067","1","4","-64.67","10.5","6","10","20010610","0650","3","7","2000","","0.0476","0.0069","0.032","","","","0.0042","0.1806","0.0056","-9999","0.0021","0.0033","0.0209","0.0055","0.0087","0.0229","-9999","0.0101","0.0515","-9999","0.0079","0.0034","0.0023","-9999",9.96920996838687e+36,-9999,-9999,0.0094,9.96920996838687e+36,9.96920996838687e+36
"224",224,"2001","93HG_067","1","4","-64.67","10.5","6","10","20010610","0650","5","16","2000","","0.052","0.0111","0.0362","","","","-9999","0.2084","0.0067","-9999","0.0046","0.0033","0.0232","0.0053","0.0102","0.0231","0.001","0.0111","0.0573","-9999","0.0094","0.0041","0.003","-9999",9.96920996838687e+36,-9999,-9999,0.0186,9.96920996838687e+36,9.96920996838687e+36
"225",225,"2001","93HG_067","1","4","-64.67","10.5","6","10","20010610","0650","7","25","2000","","0.0613","0.0301","0.0629","","","","0.0068","0.2497","0.0065","0.0006","0.0041","0.0069","0.0355","0.0136","0.0135","0.0382","0.0028","0.0163","0.0419","-9999","0.0112","0.0035","0.0027","-9999",9.96920996838687e+36,-9999,-9999,0.0208,9.96920996838687e+36,9.96920996838687e+36
"226",226,"2001","93HG_067","1","4","-64.67","10.5","6","10","20010610","0650","9","35","2000","","0.0326","0.0804","0.1032","","","","0.0168","0.2187","0.0088","-9999","0.0016","0.0118","0.0664","0.0161","0.0146","0.0772","0.0011","0.0213","0.0052","-9999","0.005","-9999","-9999","-9999",9.96920996838687e+36,-9999,0.1265,0.0149,9.96920996838687e+36,9.96920996838687e+36
"227",227,"2001","93HG_067","1","4","-64.67","10.5","6","10","20010610","0650","10","55","2000","","0.0184","0.0143","0.0184","","","","-9999","0.046","0.008","-9999","0.0008","0.0036","0.0121","-9999","0.0032","0.0197","-9999","-9999","0.0028","-9999","0.0015","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"228",228,"2001","93HG_067","1","4","-64.67","10.5","6","10","20010610","0650","11","75","2000","","0.015","0.0105","0.0125","","","","-9999","0.0261","0.0059","-9999","-9999","0.0033","0.0064","0.0017","0.0022","0.0159","-9999","-9999","0.0023","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,-9999,9.96920996838687e+36,9.96920996838687e+36
"229",229,"2001","93HG_067","1","4","-64.67","10.5","6","10","20010610","0650","12","100","2000","","-9999","-9999","-9999","","","","-9999","0.0481","0.0182","-9999","-9999","-9999","-9999","-9999","-9999","0.0043","-9999","-9999","0.001","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,0.0156,9.96920996838687e+36,9.96920996838687e+36
"230",230,"2001","93HG_068","1","4","-64.67","10.5","7","10","20010710","0627","1","2","2000","","0.0055","0.0045","0.0229","","","","0.0056","0.0615","0.0006","-9999","0.001","0.0009","0.0066","0.0013","0.0057","0.0133","-9999","0.0074","0.011","-9999","0.0021","0.0014","0.0004","-9999",9.96920996838687e+36,-9999,0.0214,0.0122,9.96920996838687e+36,9.96920996838687e+36
"231",231,"2001","93HG_068","1","4","-64.67","10.5","7","10","20010710","0627","3","7","2000","","0.0067","0.008","0.0403","","","","0.0074","0.0906","0.001","-9999","0.0015","0.0019","0.0135","0.002","0.0143","0.0286","0.0015","0.0167","0.0184","-9999","0.0041","0.0029","0.0009","-9999",9.96920996838687e+36,-9999,0.0264,0.0128,9.96920996838687e+36,9.96920996838687e+36
"232",232,"2001","93HG_068","1","4","-64.67","10.5","7","10","20010710","0627","5","16","2000","","0.0126","0.0171","0.0695","","","","0.0453","0.1958","0.0047","-9999","0.0066","0.0037","0.0258","0.0056","0.0228","0.0485","0.0031","0.0293","0.0512","-9999","0.0101","0.0054","0.0025","-9999",9.96920996838687e+36,-9999,0.042,0.0301,9.96920996838687e+36,9.96920996838687e+36
"233",233,"2001","93HG_068","1","4","-64.67","10.5","7","10","20010710","0627","7","25","2000","","0.022","0.1562","0.2695","","","","0.2666","0.482","0.0134","-9999","0.0009","0.0291","0.1238","0.0246","0.0511","0.2096","0.0047","0.0529","0.0362","-9999","0.067","0.0116","0.0094","-9999",9.96920996838687e+36,-9999,0.0789,0.0578,9.96920996838687e+36,9.96920996838687e+36
"234",234,"2001","93HG_068","1","4","-64.67","10.5","7","10","20010710","0627","9","35","2000","","0.0159","0.0774","0.1147","","","","0.0356","0.2762","0.0249","-9999","0.0028","0.0172","0.0861","0.014","0.0226","0.0877","0.0029","0.0158","0.0203","-9999","0.0256","0.0038","-9999","-9999",9.96920996838687e+36,-9999,0.0275,0.0183,9.96920996838687e+36,9.96920996838687e+36
"235",235,"2001","93HG_068","1","4","-64.67","10.5","7","10","20010710","0627","10","55","2000","","0.0113","0.0456","0.0547","","","","0.0157","0.1177","0.017","-9999","0.0034","0.0071","0.0338","0.0049","0.0101","0.0618","0.0012","0.0069","0.0059","-9999","0.0053","0.0016","-9999","-9999",9.96920996838687e+36,-9999,0.0136,0.0081,9.96920996838687e+36,9.96920996838687e+36
"236",236,"2001","93HG_068","1","4","-64.67","10.5","7","10","20010710","0627","11","75","2000","","0.0109","0.0254","0.0249","","","","0.0051","0.0592","0.0152","-9999","0.0024","0.0069","0.0214","-9999","0.006","0.0229","-9999","0.0024","0.003","-9999","0.0028","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,0.0039,9.96920996838687e+36,9.96920996838687e+36
"237",237,"2001","93HG_068","1","4","-64.67","10.5","7","10","20010710","0627","12","100","2000","","0.0117","0.0134","0.015","","","","-9999","0.0351","0.0082","-9999","0.001","0.0045","0.0128","-9999","0.0056","0.0118","-9999","-9999","0.0014","-9999","-9999","-9999","-9999","-9999",9.96920996838687e+36,-9999,-9999,0.0042,9.96920996838687e+36,9.96920996838687e+36
